"name","word","count"
"推動","推動","24"
"吳男","吳男","24"
"公園","公園","24"
"議題","議題","24"
"開始","開始","24"
"社會局","社會局","24"
"松山區","松山區","24"
"通過","通過","24"
"除了","除了","24"
"一次","一次","24"
"北路","北路","23"
"人員","人員","23"
"公寓","公寓","23"
"今天","今天","23"
"發展","發展","23"
"資訊","資訊","23"
"香氣","香氣","23"
"車位","車位","23"
"身體","身體","23"
"律師","律師","22"
"一起","一起","22"
"不同","不同","22"
"店家","店家","22"
"路線","路線","22"
"結婚","結婚","22"
"自來水","自來水","22"
"國小","國小","22"
"出來","出來","22"
"現場","現場","22"
"蔬菜","蔬菜","22"
"記者","記者","22"
"法案","法案","22"
"了一","了一","21"
"地方","地方","21"
"個月","個月","21"
"總價","總價","21"
"面積","面積","21"
"吃起來","吃起來","21"
"政府","政府","21"
"收托","收托","21"
"合共","合共","21"
"早餐","早餐","21"
"大腸桿菌群超標","大腸桿菌群超標","21"
"物件","物件","20"
"穆勒藝文","穆勒藝文","20"
"新鮮","新鮮","20"
"時代力量","時代力量","20"
"燒烤","燒烤","20"
"療癒","療癒","20"
"可能","可能","20"
"柯文哲","柯文哲","20"
"台中","台中","20"
"透過","透過","20"
"全新","全新","20"
"莊男","莊男","20"
"附近","附近","20"
"雞肉","雞肉","19"
"已經","已經","19"
"店面","店面","19"
"老闆娘","老闆娘","19"
"商品價格","商品價格","19"
"參選人","參選人","19"
"林嫌","林嫌","19"
"菜單","菜單","19"
"老人","老人","19"
"店內","店內","19"
"孩子","孩子","19"
"內湖","內湖","19"
"美國","美國","19"
"陳女","陳女","19"
"需要","需要","19"
"較上月","較上月","19"
"則是","則是","19"
"婚姻","婚姻","19"
"有人","有人","18"
"方式","方式","18"
"供水","供水","18"
"伴侶制","伴侶制","18"
"補助","補助","18"
"年輕人","年輕人","18"
"個人","個人","18"
"之後","之後","18"
"彩中獎號碼為","彩中獎號碼為","18"
"一直","一直","18"
"人口","人口","18"
"成立","成立","18"
"電池交換站","電池交換站","18"
"網友","網友","18"
"食品","食品","18"
"影響","影響","18"
"參與","參與","18"
"托育","托育","18"
"地點","地點","18"
"也很","也很","18"
"派出所","派出所","18"
"餐點","餐點","18"
"湯圓","湯圓","18"
"生菜","生菜","18"
"公園處","公園處","18"
"業者","業者","18"
"塔羅","塔羅","18"
"中心","中心","17"
"城市","城市","17"
"是一","是一","17"
"減少","減少","17"
"高雄","高雄","17"
"需求","需求","17"
"起司","起司","17"
"下跌","下跌","17"
"景觀","景觀","17"
"電腦","電腦","17"
"水公司","水公司","17"
"社會","社會","17"
"孔隙","孔隙","17"
"招牌","招牌","17"
"動保處","動保處","17"
"增加","增加","17"
"的人","的人","17"
"一口","一口","17"
"北投","北投","17"
"申請","申請","17"
"他命","他命","17"
"症狀","症狀","17"
"免費","免費","17"
"蘇男","蘇男","17"
"產品","產品","17"
"味道","味道","16"
"門市","門市","16"
"路段","路段","16"
"晶華酒店","晶華酒店","16"
"春天酒店","春天酒店","16"
"另外","另外","16"
"明太子","明太子","16"
"人氣","人氣","16"
"時尚","時尚","16"
"學校","學校","16"
"座位","座位","16"
"業績","業績","16"
"年輕","年輕","16"
"味噌","味噌","16"
"費用","費用","16"
"公司","公司","16"
"舉辦","舉辦","16"
"六都","六都","16"
"雙北","雙北","16"
"日式","日式","16"
"推理","推理","16"
"麵條","麵條","16"
"完全","完全","16"
"實價","實價","16"
"林森北路","林森北路","16"
"行動派出所","行動派出所","16"
"員警","員警","16"
"麻辣","麻辣","16"
"加上","加上","15"
"頭獎","頭獎","15"
"美食","美食","15"
"李晏榕","李晏榕","15"
"出版","出版","15"
"當然","當然","15"
"大學","大學","15"
"之前","之前","15"
"鮭魚","鮭魚","15"
"開放","開放","15"
"信義","信義","15"
"性侵","性侵","15"
"台電","台電","15"
"停電","停電","15"
"立法院","立法院","15"
"爺爺","爺爺","15"
"的身體","的身體","15"
"春天","春天","15"
"一點","一點","15"
"特別","特別","15"
"下午","下午","15"
"成長","成長","15"
"吐司","吐司","15"
"購屋","購屋","15"
"這個","這個","15"
"鄰長","鄰長","15"
"評價","評價","15"
"南京","南京","15"
"友人","友人","15"
"不少","不少","15"
"全台","全台","15"
"的中山區","的中山區","15"
"北檢","北檢","15"
"候選人","候選人","15"
"王男","王男","15"
"機車","機車","15"
"新光三越","新光三越","14"
"校長","校長","14"
"房屋","房屋","14"
"草案","草案","14"
"觀光","觀光","14"
"淹水","淹水","14"
"或是","或是","14"
"店員","店員","14"
"台灣房屋","台灣房屋","14"
"拖吊","拖吊","14"
"麵包","麵包","14"
"歷史","歷史","14"
"均價","均價","14"
"食我優惠","食我優惠","14"
"試辦","試辦","14"
"專線","專線","14"
"小愛","小愛","14"
"自己的","自己的","14"
"叉燒","叉燒","14"
"道路","道路","14"
"認為","認為","14"
"檢方","檢方","14"
"提到","提到","14"
"台灣的","台灣的","14"
"高總價","高總價","14"
"起訴","起訴","14"
"立委參選人","立委參選人","14"
"選區","選區","14"
"集團","集團","14"
"南瓜","南瓜","14"
"消費者","消費者","14"
"松山","松山","14"
"買氣","買氣","14"
"主廚","主廚","14"
"客人","客人","14"
"日本人","日本人","14"
"家庭","家庭","14"
"建國","建國","14"
"飼主","飼主","14"
"昨天","昨天","14"
"環境","環境","14"
"一個人","一個人","14"
"對於","對於","14"
"木乃伊鞋","木乃伊鞋","13"
"沃草","沃草","13"
"就會","就會","13"
"特價","特價","13"
"直接","直接","13"
"百貨","百貨","13"
"周邊","周邊","13"
"區域","區域","13"
"炸雞","炸雞","13"
"藏壽司","藏壽司","13"
"可是","可是","13"
"萬戶","萬戶","13"
"優惠","優惠","13"
"饒河夜市","饒河夜市","13"
"進行","進行","13"
"住宅價格指數","住宅價格指數","13"
"散裝","散裝","13"
"特色","特色","13"
"衛生所","衛生所","13"
"按摩","按摩","13"
"規約","規約","13"
"肉品","肉品","13"
"介紹","介紹","13"
"驗出","驗出","13"
"借問站","借問站","13"
"眼鏡","眼鏡","13"
"有點","有點","13"
"以上","以上","13"
"花枝","花枝","13"
"朱立倫","朱立倫","13"
"國會","國會","13"
"小玉","小玉","13"
"蛋糕","蛋糕","13"
"停車","停車","13"
"同時","同時","13"
"位於","位於","13"
"明年","明年","13"
"不錯","不錯","13"
"政策","政策","13"
"什麼","什麼","13"
"牛肉","牛肉","13"
"消防","消防","13"
"豚骨","豚骨","13"
"時候","時候","13"
"月增","月增","12"
"行政區","行政區","12"
"制度","制度","12"
"投資","投資","12"
"法式","法式","12"
"社工","社工","12"
"麼看","麼看","12"
"涮涮鍋","涮涮鍋","12"
"台聯","台聯","12"
"鋪面","鋪面","12"
"同志","同志","12"
"日期","日期","12"
"商標","商標","12"
"台灣彩券","台灣彩券","12"
"松江","松江","12"
"一下","一下","12"
"法國","法國","12"
"魏男","魏男","12"
"繳款書","繳款書","12"
"分店","分店","12"
"高湯","高湯","12"
"步道","步道","12"
"地政局","地政局","12"
"減免","減免","12"
"車位的","車位的","12"
"的店","的店","12"
"歡迎","歡迎","12"
"女兒","女兒","12"
"計畫","計畫","12"
"有鉛管","有鉛管","12"
"大的","大的","12"
"通姦除罪化","通姦除罪化","12"
"價位","價位","12"
"羞明","羞明","12"
"開獎","開獎","12"
"新工處","新工處","12"
"今彩","今彩","12"
"協助","協助","12"
"排隊","排隊","12"
"雙方","雙方","12"
"有一","有一","12"
"同性婚","同性婚","12"
"大閘蟹","大閘蟹","12"
"中山大學","中山大學","12"
"甚麼","甚麼","12"
"周年慶","周年慶","12"
"淡水","淡水","12"
"第二","第二","12"
"的時候","的時候","12"
"牛奶","牛奶","12"
"然後","然後","12"
"對方","對方","12"
"醫生","醫生","11"
"酥脆","酥脆","11"
"濃厚","濃厚","11"
"違建","違建","11"
"優勢","優勢","11"
"東路","東路","11"
"龍蝦","龍蝦","11"
"南港","南港","11"
"滷味","滷味","11"
"公益","公益","11"
"雙園","雙園","11"
"輕食","輕食","11"
"不動產","不動產","11"
"音樂","音樂","11"
"入住","入住","11"
"攤商","攤商","11"
"咖啡館","咖啡館","11"
"三名","三名","11"
"居住","居住","11"
"台灣一號店","台灣一號店","11"
"蟹粉","蟹粉","11"
"門牌效應","門牌效應","11"
"昏倒","昏倒","11"
"設計師","設計師","11"
"百坪宅","百坪宅","11"
"國產署","國產署","11"
"自有車位","自有車位","11"
"年紀","年紀","11"
"蔣經國","蔣經國","11"
"葉立敏","葉立敏","11"
"經驗","經驗","11"
"行情","行情","11"
"粵亮","粵亮","11"
"鐵板燒","鐵板燒","11"
"原價","原價","11"
"黃豆","黃豆","11"
"舊莊社區公共保母","舊莊社區公共保母","11"
"加入","加入","11"
"貸款","貸款","11"
"市政","市政","11"
"張男","張男","11"
"滅頂","滅頂","11"
"主打","主打","11"
"企業","企業","11"
"游啟明","游啟明","11"
"鯖魚","鯖魚","10"
"千元","千元","10"
"第三","第三","10"
"神山","神山","10"
"婚姻平權","婚姻平權","10"
"旅客","旅客","10"
"動物","動物","10"
"首獎","首獎","10"
"宿舍","宿舍","10"
"中心城區","中心城區","10"
"義大利","義大利","10"
"藝術","藝術","10"
"法律","法律","10"
"力量","力量","10"
"投保","投保","10"
"頂新","頂新","10"
"哈達瑜珈","哈達瑜珈","10"
"供應","供應","10"
"品茶集","品茶集","10"
"公尺","公尺","10"
"勞基法","勞基法","10"
"民生","民生","10"
"激進","激進","10"
"自助餐","自助餐","10"
"萬元以上","萬元以上","10"
"黃王勝玉","黃王勝玉","10"
"定位","定位","10"
"苯甲酸","苯甲酸","10"
"這邊","這邊","10"
"奶茶","奶茶","10"
"房仲","房仲","10"
"商品名稱","商品名稱","10"
"為主","為主","10"
"改善","改善","10"
"佛手洞","佛手洞","10"
"陳嫌","陳嫌","10"
"閱讀","閱讀","10"
"的味道","的味道","10"
"超標","超標","10"
"蔣家","蔣家","10"
"茶葉","茶葉","10"
"艱困選區","艱困選區","10"
"麥金路","麥金路","10"
"會有","會有","10"
"飲料","飲料","10"
"創作","創作","10"
"的林","的林","10"
"舒適","舒適","10"
"創意","創意","10"
"便宜","便宜","10"
"完善","完善","10"
"瀝青混凝土","瀝青混凝土","10"
"新舊狀況","新舊狀況","10"
"洪男","洪男","10"
"颱風","颱風","10"
"統計","統計","10"
"銀行","銀行","10"
"競選總部","競選總部","10"
"芝麻","芝麻","10"
"特優","特優","10"
"女性","女性","10"
"工務局","工務局","10"
"晚間","晚間","10"
"阿伯","阿伯","10"
"營業","營業","10"
"希望廣場","希望廣場","10"
"搶奪","搶奪","10"
"鬆餅","鬆餅","10"
"今年第","今年第","10"
"鴨鬆","鴨鬆","10"
"死亡","死亡","10"
"質感","質感","10"
